0.000us,5V
1.660us,0V
10.665us,0V
12.325us,5V
21.330us,5V
22.990us,0V
34.380us,0V
36.040us,5V
42.660us,5V
44.320us,0V
57.924us,0V
59.584us,5V
63.990us,5V
65.650us,0V
81.141us,0V
82.801us,5V
85.320us,5V
86.980us,0V
103.894us,0V
105.554us,5V
106.650us,5V
108.310us,0V
126.082us,0V
127.742us,5V
127.980us,5V
129.640us,0V
147.644us,0V
149.304us,5V
149.310us,5V
150.970us,0V
168.563us,0V
170.223us,5V
170.640us,5V
172.300us,0V
188.869us,0V
190.529us,5V
191.970us,5V
193.630us,0V
208.635us,0V
210.295us,5V
213.300us,5V
214.960us,0V
227.972us,0V
229.632us,5V
234.630us,5V
236.290us,0V
247.023us,0V
248.683us,5V
255.960us,5V
257.620us,0V
265.951us,0V
267.611us,5V
277.290us,5V
278.950us,0V
284.927us,0V
286.587us,5V
298.620us,5V
300.280us,0V
304.119us,0V
305.779us,5V
319.950us,5V
321.610us,0V
323.680us,0V
325.340us,5V
341.280us,5V
342.940us,0V
343.736us,0V
345.396us,5V
362.610us,5V
364.270us,0V
364.379us,0V
366.039us,5V
383.940us,5V
385.600us,0V
385.657us,0V
387.317us,5V
405.270us,5V
406.930us,0V
407.574us,0V
409.234us,5V
426.600us,5V
428.260us,0V
430.088us,0V
431.748us,5V
447.930us,5V
449.590us,0V
453.114us,0V
454.774us,5V
469.260us,5V
470.920us,0V
476.532us,0V
478.192us,5V
490.590us,5V
492.250us,0V
500.193us,0V
501.853us,5V
511.920us,5V
513.580us,0V
523.929us,0V
525.589us,5V
533.250us,5V
534.910us,0V
547.569us,0V
549.229us,5V
554.580us,5V
556.240us,0V
570.948us,0V
572.608us,5V
575.910us,5V
577.570us,0V
593.920us,0V
595.580us,5V
597.240us,5V
598.900us,0V
616.368us,0V
618.028us,5V
618.570us,5V
620.230us,0V
638.211us,0V
639.871us,5V
639.900us,5V
641.560us,0V
659.413us,0V
661.073us,5V
661.230us,5V
662.890us,0V
679.983us,0V
681.643us,5V
682.560us,5V
684.220us,0V
699.975us,0V
701.635us,5V
703.890us,5V
705.550us,0V
719.486us,0V
721.146us,5V
725.220us,5V
726.880us,0V
738.644us,0V
740.304us,5V
746.550us,5V
748.210us,0V
757.605us,0V
759.265us,5V
767.880us,5V
769.540us,0V
776.539us,0V
778.199us,5V
789.210us,5V
790.870us,0V
795.615us,0V
797.275us,5V
810.540us,5V
812.200us,0V
814.996us,0V
816.656us,5V
831.870us,5V
833.530us,0V
834.821us,0V
836.481us,5V
853.200us,5V
854.860us,0V
855.196us,0V
856.856us,5V
874.530us,5V
876.190us,0V
876.190us,0V
877.850us,5V
895.860us,5V
897.520us,0V
897.828us,0V
899.488us,5V
917.190us,5V
918.850us,0V
920.086us,0V
921.746us,5V
938.520us,5V
940.180us,0V
942.900us,0V
944.560us,5V
959.850us,5V
961.510us,0V
966.162us,0V
967.822us,5V
981.180us,5V
982.840us,0V
989.735us,0V
991.395us,5V
1002.510us,5V
1004.170us,0V
1013.459us,0V
1015.119us,5V
1023.840us,5V
1025.500us,0V
1037.163us,0V
1038.823us,5V
1045.170us,5V
1046.830us,0V
1060.676us,0V
1062.336us,5V
1066.500us,5V
1068.160us,0V
1083.844us,0V
1085.504us,5V
1087.830us,5V
1089.490us,0V
1106.535us,0V
1108.195us,5V
1109.160us,5V
1110.820us,0V
1128.652us,0V
1130.312us,5V
1130.490us,5V
1132.150us,0V
1150.139us,0V
1151.799us,5V
1151.820us,5V
1153.480us,0V
1170.983us,0V
1172.643us,5V
1173.150us,5V
1174.810us,0V
1191.221us,0V
1192.881us,5V
